Rank	Mantissa	Log	Amount	Code	Type	Amount	FirstTwo	First	Second		Diffs * 1000	First-Two	
			0.01862			-0.00411	$41.00	$4.00	$1.00		553	$55	
			0.018629872			0.00825	$82.00	$8.00	$2.00		367	$36	
			0.01863			-0.00432	$43.00	$4.00	$3.00		2992	$29	
			0.018663456			-0.02626	$26.00	$2.00	$6.00		2317	$23	
			0.018686631			0.00234	$23.00	$2.00	$3.00		263	$26	
			0.01869			0.01029	$10.00	$1.00	$0.00		0	$0	
			0.01869			0.00069	$69.00	$6.00	$9.00		0	$0	
			0.01869			-0.01180	$11.00	$1.00	$1.00		233	$23	
			0.01869			0.00656	$65.00	$6.00	$5.00		0	$0	
			0.01869			-0.00791	$79.00	$7.00	$9.00		165	$16	
			0.018693242			0.02743	$27.00	$2.00	$7.00		748	$74	
			0.018700723			-0.01004	$10.00	$1.00	$0.00		1343	$13	
			0.01871			0.01429	$14.00	$1.00	$4.00		425	$42	
			0.01872			0.04773	$47.00	$4.00	$7.00		287	$28	
			0.01872127			0.03427	$34.00	$3.00	$4.00		3011	$30	
			0.018751379			-0.02999	$29.00	$2.00	$9.00		45	$45	
			0.01875			0.01946	$19.00	$1.00	$9.00		2751	$27	
			0.01878			-0.01803	$18.00	$1.00	$8.00		2179	$21	
			0.018801133			-0.01015	$10.00	$1.00	$0.00		484	$48	
			0.01881			0.00087	$87.00	$8.00	$7.00		0	$0	
			0.01881			-0.00283	$28.00	$2.00	$8.00		717	$71	
			0.018813139			0.00066	$65.00	$6.00	$5.00		1039	$10	
			0.01882			0.00634	$63.00	$6.00	$3.00		903	$90	
			0.01883256			-0.00695	$69.00	$6.00	$9.00		1504	$15	
			0.01885			0.00219	$21.00	$2.00	$1.00		2032	$20	
			0.01887			0.01592	$15.00	$1.00	$5.00		0	$0	
			0.01887			0.00687	$68.00	$6.00	$8.00		0	$0	
			0.01887			-0.01344	$13.00	$1.00	$3.00		0	$0	
			0.01887			-0.00086	$86.00	$8.00	$6.00		1876	$18	
			0.01889			0.05582	$55.00	$5.00	$5.00		12	$12	
			0.018886804			-0.00246	$24.00	$2.00	$4.00		1354	$13	
			0.01890			0.02260	$22.00	$2.00	$2.00		1040	$10	
			0.01891			0.03074	$30.00	$3.00	$0.00		293	$29	
			0.01891			0.00175	$17.00	$1.00	$7.00		1063	$10	
			0.01892			-0.01128	$11.00	$1.00	$1.00		314	$31	
			0.01893			-0.02381	$23.00	$2.00	$3.00		747	$74	
			0.01893			0.00524	$52.00	$5.00	$2.00		32	$32	
			0.01894			0.02687	$26.00	$2.00	$6.00		2211	$22	
			0.01896			0.02792	$27.00	$2.00	$7.00		0	$0	
			0.01896			0.01045	$10.00	$1.00	$0.00		359	$35	
			0.01896			-0.02030	$20.00	$2.00	$0.00		0	$0	
			0.01896			-0.00403	$40.00	$4.00	$0.00		3499	$34	
			0.01900			0.02505	$25.00	$2.00	$5.00		825	$82	
			0.01900			0.01203	$12.00	$1.00	$2.00		3901	$39	
			0.01904			-0.00743	$74.00	$7.00	$4.00		194	$19	
			0.019045134			-0.04416	$44.00	$4.00	$4.00		248	$24	
			0.01905			0.02467	$24.00	$2.00	$4.00		0	$0	
			0.01905			0.02426	$24.00	$2.00	$4.00		0	$0	
			0.01905			0.01548	$15.00	$1.00	$5.00		0	$0	
			0.01905			-0.01267	$12.00	$1.00	$2.00		5813	$58	
			0.01911			-0.01805	$18.00	$1.00	$8.00		3301	$33	
			0.01914			-0.02046	$20.00	$2.00	$0.00		4025	$40	
			0.019179004			-0.00774	$77.00	$7.00	$7.00		2246	$22	
			0.01920			-0.01813	$18.00	$1.00	$8.00		1932	$19	
			0.01922			0.02422	$24.00	$2.00	$4.00		999	$99	
			0.01923			-0.04536	$45.00	$4.00	$5.00		0	$0	
			0.01923			0.09117	$91.00	$9.00	$1.00		2314	$23	
			0.01925			0.00484	$48.00	$4.00	$8.00		211	$21	
			0.01926			-0.01037	$10.00	$1.00	$0.00		2009	$20	
			0.01928			-0.02302	$23.00	$2.00	$3.00		1402	$14	
			0.01929			0.05229	$52.00	$5.00	$2.00		248	$24	
			0.01929			0.02184	$21.00	$2.00	$1.00		762	$76	
			0.019300226			-0.00855	$85.00	$8.00	$5.00		3338	$33	
			0.019333608			0.02030	$20.00	$2.00	$0.00		109	$10	
			0.019334694			-0.01215	$12.00	$1.00	$2.00		3330	$33	
			0.01937			0.01658	$16.00	$1.00	$6.00		1662	$16	
			0.01938			-0.02841	$28.00	$2.00	$8.00		3286	$32	
			0.01942			-0.01696	$16.00	$1.00	$6.00		1282	$12	
			0.019430296			0.05728	$57.00	$5.00	$7.00		2452	$24	
			0.01945			-0.00156	$15.00	$1.00	$5.00		465	$46	
			0.01946			0.04261	$42.00	$4.00	$2.00		317	$31	
			0.01946			0.03169	$31.00	$3.00	$1.00		683	$68	
			0.01947			-0.01132	$11.00	$1.00	$1.00		423	$42	
			0.01947			-0.01504	$15.00	$1.00	$5.00		684	$68	
			0.01948			-0.00548	$54.00	$5.00	$4.00		224	$22	
			0.01948			0.00351	$35.00	$3.00	$5.00		2028	$20	
			0.01950			0.01780	$17.00	$1.00	$7.00		334	$33	
			0.01951			0.00588	$58.00	$5.00	$8.00		396	$39	
			0.01951			-0.00146	$14.00	$1.00	$4.00		3088	$30	
			0.01954			0.01351	$13.00	$1.00	$3.00		1435	$14	
			0.01956			0.04287	$42.00	$4.00	$2.00		845	$84	
			0.019564002			-0.00662	$66.00	$6.00	$6.00		219	$21	
			0.01957			0.00062	$61.00	$6.00	$1.00		3724	$37	
			0.01960			0.00620	$61.00	$6.00	$1.00		442	$44	
			0.01961			0.02401	$24.00	$2.00	$4.00		2406	$24	
			0.01963			0.00887	$88.00	$8.00	$8.00		932	$93	
			0.01964			0.03323	$33.00	$3.00	$3.00		1997	$19	
			0.019661193			0.00461	$46.00	$4.00	$6.00		801	$80	
			0.01967			-0.02239	$22.00	$2.00	$2.00		516	$51	
			0.01967			-0.00411	$41.00	$4.00	$1.00		479	$47	
			0.019679144			0.05574	$55.00	$5.00	$5.00		140	$14	
			0.01968			0.01439	$14.00	$1.00	$4.00		2389	$23	
			0.01970			-0.01115	$11.00	$1.00	$1.00		0	$0	
			0.01970			0.03105	$31.00	$3.00	$1.00		5841	$58	
			0.01976			-0.00135	$13.00	$1.00	$3.00		964	$96	
			0.01977			0.00176	$17.00	$1.00	$7.00		280	$28	
			0.01978			0.00337	$33.00	$3.00	$3.00		1897	$18	
			0.019794253			0.00780	$78.00	$7.00	$8.00		243	$24	
			0.01980			0.00093	$93.00	$9.00	$3.00		530	$53	
			0.01980			-0.03961	$39.00	$3.00	$9.00		0	$0	
			0.01980			0.00236	$23.00	$2.00	$3.00		676	$67	
			0.01981			-0.01482	$14.00	$1.00	$4.00		1206	$12	
			0.019820798			0.00380	$37.00	$3.00	$7.00		923	$92	
			0.01983			0.01023	$10.00	$1.00	$0.00		362	$36	
			0.01983			0.01928	$19.00	$1.00	$9.00		3390	$33	
			0.01987			0.00707	$70.00	$7.00	$0.00		693	$69	
			0.01987			-0.00905	$90.00	$9.00	$0.00		1578	$15	
			0.01989			0.01200	$11.00	$1.00	$1.00		1291	$12	
			0.01990			-0.00889	$88.00	$8.00	$8.00		2092	$20	
			0.01992			-0.02882	$28.00	$2.00	$8.00		0	$0	
			0.01992			0.00616	$61.00	$6.00	$1.00		2271	$22	
			0.01995			0.03978	$39.00	$3.00	$9.00		1796	$17	
			0.01996			0.00294	$29.00	$2.00	$9.00		2014	$20	
			0.019984907			-0.00787	$78.00	$7.00	$8.00		1509	$15	
			0.02000			0.02581	$25.00	$2.00	$5.00		0	$0	
			0.02000			-0.00328	$32.00	$3.00	$2.00		1907	$19	
			0.02002			0.06325	$63.00	$6.00	$3.00		4514	$45	
			0.02006			0.03760	$37.00	$3.00	$7.00		1748	$17	
			0.020081688			0.00465	$46.00	$4.00	$6.00		720	$72	
			0.02009			0.01542	$15.00	$1.00	$5.00		1161	$11	
			0.02010			-0.01028	$10.00	$1.00	$0.00		1378	$13	
			0.02011			-0.02621	$26.00	$2.00	$6.00		66	$66	
			0.02011			-0.04182	$41.00	$4.00	$1.00		186	$18	
			0.02012			-0.03732	$37.00	$3.00	$7.00		842	$84	
			0.02013			0.02076	$20.00	$2.00	$0.00		1256	$12	
			0.02014			-0.02099	$20.00	$2.00	$0.00		852	$85	
			0.02014631			-0.02420	$24.00	$2.00	$4.00		1629	$16	
			0.02016			-0.02520	$25.00	$2.00	$5.00		3531	$35	
			0.020197912			-0.00415	$41.00	$4.00	$1.00		139	$13	
			0.02020			0.04123	$41.00	$4.00	$1.00		272	$27	
			0.02020			0.00680	$68.00	$6.00	$8.00		2786	$27	
			0.02023			-0.00119	$11.00	$1.00	$1.00		1433	$14	
			0.02024			-0.04402	$44.00	$4.00	$4.00		690	$69	
			0.02025			-0.00347	$34.00	$3.00	$4.00		532	$53	
			0.02026			-0.06333	$63.00	$6.00	$3.00		1383	$13	
			0.02027			0.00446	$44.00	$4.00	$4.00		0	$0	
			0.02027			0.01790	$17.00	$1.00	$7.00		1891	$18	
			0.02029			-0.05610	$56.00	$5.00	$6.00		1265	$12	
			0.02030			0.03634	$36.00	$3.00	$6.00		613	$61	
			0.02031			-0.03863	$38.00	$3.00	$8.00		6755	$67	
			0.020375516			0.04528	$45.00	$4.00	$5.00		3265	$32	
			0.02041			0.02336	$23.00	$2.00	$3.00		0	$0	
			0.02041			0.01950	$19.00	$1.00	$9.00		1939	$19	
			0.02043			-0.00397	$39.00	$3.00	$9.00		3756	$37	
			0.02047			-0.01721	$17.00	$1.00	$7.00		990	$99	
			0.02048			0.03243	$32.00	$3.00	$2.00		1678	$16	
			0.02049			0.00603	$60.00	$6.00	$0.00		181	$18	
			0.02049			-0.00404	$40.00	$4.00	$0.00		2342	$23	
			0.02052			-0.00658	$65.00	$6.00	$5.00		1312	$13	
			0.020530146			-0.03522	$35.00	$3.00	$5.00		311	$31	
			0.02053			0.00891	$89.00	$8.00	$9.00		293	$29	
			0.020536186			0.00738	$73.00	$7.00	$3.00		1937	$19	
			0.02056			-0.02715	$27.00	$2.00	$7.00		2058	$20	
			0.02058			-0.03308	$33.00	$3.00	$3.00		4243	$42	
			0.02062			0.01268	$12.00	$1.00	$2.00		4078	$40	
			0.02066			-0.009802443	$98.00	$9.00	$8.00		182	$18	
			0.02066			-0.026347853	$26.00	$2.00	$6.00		2850	$28	
			0.02069			-0.01157516	$11.00	$1.00	$1.00		0	$0	
			0.02069			0.039404969	$39.00	$3.00	$9.00		0	$0	
			0.02069			0.024969549	$24.00	$2.00	$4.00		0	$0	
			0.02069			-0.016191325	$16.00	$1.00	$6.00		127	$12	
			0.02069			-0.028989884	$28.00	$2.00	$8.00		3286	$32	
			0.02072			0.005442388	$54.00	$5.00	$4.00		331	$33	
			0.020727093			-0.010361893	$10.00	$1.00	$0.00		685	$68	
			0.02073			-0.034067823	$34.00	$3.00	$4.00		2443	$24	
			0.02076			-0.002265006	$22.00	$2.00	$2.00		651	$65	
			0.02076			-0.024485163	$24.00	$2.00	$4.00		2205	$22	
			0.02079			-0.003324468	$33.00	$3.00	$3.00		4147	$41	
			0.02083			-0.007505003	$75.00	$7.00	$5.00		493	$49	
			0.02083			-0.013443119	$13.00	$1.00	$3.00		0	$0	
			0.02083			0.061659002	$61.00	$6.00	$1.00		700	$70	
			0.02084			0.006738328	$67.00	$6.00	$7.00		4212	$42	
			0.02088			-0.000478088	$47.00	$4.00	$7.00		138	$13	
			0.02088			-0.001116071	$11.00	$1.00	$1.00		753	$75	
			0.02089			-0.023623304	$23.00	$2.00	$3.00		201	$20	
			0.02089			0.098741213	$98.00	$9.00	$8.00		1572	$15	
			0.02091			0.059961315	$59.00	$5.00	$9.00		724	$72	
			0.02092			-0.020353734	$20.00	$2.00	$0.00		2607	$26	
			0.02094			-0.016048144	$16.00	$1.00	$6.00		376	$37	
			0.02094617			-0.009902432	$99.00	$9.00	$9.00		1427	$14	
			0.02096			-0.018826298	$18.00	$1.00	$8.00		1961	$19	
			0.020980047			-0.003597662	$35.00	$3.00	$5.00		159	$15	
			0.02098			-0.024973672	$24.00	$2.00	$4.00		6932	$69	
			0.021050965			0.021755902	$21.00	$2.00	$1.00		167	$16	
			0.02105			-0.008607671	$86.00	$8.00	$6.00		932	$93	
			0.02106			0.030159939	$30.00	$3.00	$0.00		2945	$29	
			0.02109			-0.008723939	$87.00	$8.00	$7.00		0	$0	
			0.02109			-0.019242243	$19.00	$1.00	$9.00		565	$56	
			0.02110			0.006387833	$63.00	$6.00	$3.00		2971	$29	
			0.02113			0.029922926	$29.00	$2.00	$9.00		0	$0	
			0.02113			0.017754952	$17.00	$1.00	$7.00		240	$24	
			0.021129161			0.014850058	$14.00	$1.00	$4.00		2328	$23	
			0.02115			-0.011223185	$11.00	$1.00	$1.00		1158	$11	
			0.02116			0.029022989	$29.00	$2.00	$9.00		3256	$32	
			0.02120			-0.006702039	$67.00	$6.00	$7.00		0	$0	
			0.02120			-0.000140568	$14.00	$1.00	$4.00		184	$18	
			0.02120			0.010684662	$10.00	$1.00	$0.00		1031	$10	
			0.021208725			0	$0.00	$0.00	#VALUE!		340	$34	
			0.02121			-0.011962721	$11.00	$1.00	$1.00		5344	$53	
			0.02127			-0.00605378	$60.00	$6.00	$0.00		385	$38	
			0.02127			-0.03470255	$34.00	$3.00	$4.00		635	$63	
			0.021275759			-0.006603081	$66.00	$6.00	$6.00		84	$84	
			0.02128			0.001329394	$13.00	$1.00	$3.00		871	$87	
			0.02129			-0.041451542	$41.00	$4.00	$1.00		5481	$54	
			0.02134			0.004309018	$43.00	$4.00	$3.00		1655	$16	
			0.021356661			-0.03187251	$31.00	$3.00	$1.00		2265	$22	
			0.02138			0.021050965	$21.00	$2.00	$1.00		0	$0	
			0.02138			-0.017516664	$17.00	$1.00	$7.00		2290	$22	
			0.02140			-0.003628905	$36.00	$3.00	$6.00		1054	$10	
			0.02141			0.003008709	$30.00	$3.00	$0.00		1582	$15	
			0.02143			0.015629934	$15.00	$1.00	$5.00		0	$0	
			0.02143			-0.012124981	$12.00	$1.00	$2.00		0	$0	
			0.02143			-0.036664044	$36.00	$3.00	$6.00		1067	$10	
			0.02144			-0.02368507	$23.00	$2.00	$3.00		1007	$10	
			0.021449307			0.040153923	$40.00	$4.00	$0.00		11710	$11	
			0.02157			-0.008203313	$82.00	$8.00	$2.00		0	$0	
			0.02157			-0.026921829	$26.00	$2.00	$6.00		1633	$16	
			0.02158			-0.004666667	$46.00	$4.00	$6.00		0	$0	
			0.02158			-0.019423979	$19.00	$1.00	$9.00		1554	$15	
			0.021598272			0.037568306	$37.00	$3.00	$7.00		1683	$16	
			0.021615101			-0.025016458	$25.00	$2.00	$5.00		131	$13	
			0.021616412			-0.037812289	$37.00	$3.00	$7.00		1820	$18	
			0.02163			0.023333333	$23.00	$2.00	$3.00		2291	$22	
			0.02166			-0.012343562	$12.00	$1.00	$2.00		606	$60	
			0.021663577			0.030723833	$30.00	$3.00	$0.00		1571	$15	
			0.02168			-0.030650051	$30.00	$3.00	$0.00		3442	$34	
			0.021713707			-0.006254343	$62.00	$6.00	$2.00		1868	$18	
			0.021732391			0.00472028	$47.00	$4.00	$7.00		76	$76	
			0.02173			0.006786149	$67.00	$6.00	$7.00		598	$59	
			0.02174			0.029726927	$29.00	$2.00	$9.00		0	$0	
			0.02174			-0.012588117	$12.00	$1.00	$2.00		0	$0	
			0.02174			0.002719701	$27.00	$2.00	$7.00		1526	$15	
			0.02175			-0.02644516	$26.00	$2.00	$6.00		152	$15	
			0.021755902			-0.024551628	$24.00	$2.00	$4.00		8259	$82	
			0.02184			0.052659764	$52.00	$5.00	$2.00		351	$35	
			0.02184			-0.028828218	$28.00	$2.00	$8.00		673	$67	
			0.02185			0.011873581	$11.00	$1.00	$1.00		918	$91	
			0.02186			-0.016393443	$16.00	$1.00	$6.00		1494	$14	
			0.02187			-0.021578947	$21.00	$2.00	$1.00		1768	$17	
			0.02189			-0.006634391	$66.00	$6.00	$6.00		726	$72	
			0.02190			-0.007220217	$72.00	$7.00	$2.00		0	$0	
			0.02190			0.011818182	$11.00	$1.00	$1.00		0	$0	
			0.02190			-0.048337826	$48.00	$4.00	$8.00		1106	$11	
			0.02191			-0.013406344	$13.00	$1.00	$3.00		4433	$44	
			0.02195			-0.030239234	$30.00	$3.00	$0.00		1385	$13	
			0.02197			0.033550424	$33.00	$3.00	$3.00		1097	$10	
			0.02198			0.010120298	$10.00	$1.00	$0.00		2515	$25	
			0.02200			0.02268431	$22.00	$2.00	$2.00		941	$94	
			0.02201			0.118299445	$11.00	$1.00	$1.00		0	$0	
			0.02201			0.003636364	$36.00	$3.00	$6.00		3620	$36	
			0.02205			0.011528327	$11.00	$1.00	$1.00		2140	$21	
			0.02207			0.008303484	$83.00	$8.00	$3.00		668	$66	
			0.02208			0.03132569	$31.00	$3.00	$1.00		2224	$22	
			0.022099104			-0.007358697	$73.00	$7.00	$3.00		34	$34	
			0.02210			0.034542587	$34.00	$3.00	$4.00		488	$48	
			0.02210			0.036133557	$36.00	$3.00	$6.00		8608	$86	
			0.022190408			-0.01147734	$11.00	$1.00	$1.00		530	$53	
			0.022195704			0.014587675	$14.00	$1.00	$4.00		2652	$26	
			0.02222			0.020980047	$20.00	$2.00	$0.00		0	$0	
			0.02222			-0.018537146	$18.00	$1.00	$8.00		0	$0	
			0.02222			-0.015959004	$15.00	$1.00	$5.00		0	$0	
			0.02222			-0.036155334	$36.00	$3.00	$6.00		3584	$35	
			0.02226			-0.018369867	$18.00	$1.00	$8.00		5661	$56	
			0.02231			0.007548357	$75.00	$7.00	$5.00		533	$53	
			0.02232			-0.00655533	$65.00	$6.00	$5.00		1508	$15	
			0.022335081			0.004556167	$45.00	$4.00	$5.00		264	$26	
			0.02233772			0.039255552	$39.00	$3.00	$9.00		462	$46	
			0.02234			0.023024831	$23.00	$2.00	$3.00		403	$40	
			0.02235			-0.005736981	$57.00	$5.00	$7.00		0	$0	
			0.02235			0.004734428	$47.00	$4.00	$7.00		3017	$30	
			0.02238			-0.019879252	$19.00	$1.00	$9.00		1152	$11	
			0.02239			0.015925481	$15.00	$1.00	$5.00		3232	$32	
			0.02242			-0.004584442	$45.00	$4.00	$5.00		1275	$12	
			0.02243			0.007428317	$74.00	$7.00	$4.00		1864	$18	
			0.02245			0.013862262	$13.00	$1.00	$3.00		3579	$35	
			0.02249			-0.025745455	$25.00	$2.00	$5.00		3763	$37	
			0.02253			-0.007464915	$74.00	$7.00	$4.00		2123	$21	
			0.02255			0.007220217	$72.00	$7.00	$2.00		997	$99	
			0.02256			0.013291517	$13.00	$1.00	$3.00		0	$0	
			0.02256			0.007811349	$78.00	$7.00	$8.00		771	$77	
			0.02256			0.045334893	$45.00	$4.00	$5.00		1115	$11	
			0.02258			-0.020285395	$20.00	$2.00	$0.00		55	$55	
			0.022575803			0.039554477	$39.00	$3.00	$9.00		771	$77	
			0.022583509			-0.003846154	$38.00	$3.00	$8.00		1304	$13	
			0.02260			-0.000275786	$27.00	$2.00	$7.00		232	$23	
			0.02260			0.001793103	$17.00	$1.00	$7.00		0	$0	
			0.02260			0.021616412	$21.00	$2.00	$1.00		1262	$12	
			0.022611493			-0.000404313	$40.00	$4.00	$0.00		1294	$12	
			0.02262			-0.000943778	$94.00	$9.00	$4.00		534	$53	
			0.022629773			-0.002834008	$28.00	$2.00	$8.00		490	$49	
			0.02263			-0.001624036	$16.00	$1.00	$6.00		683	$68	
			0.02264			0.020197912	$20.00	$2.00	$0.00		4280	$42	
			0.02268431			-0.008105235	$81.00	$8.00	$1.00		4296	$42	
			0.02273			-0.022103148	$22.00	$2.00	$2.00		0	$0	
			0.02273			0.037671233	$37.00	$3.00	$7.00		0	$0	
			0.02273			0.024554455	$24.00	$2.00	$4.00		4196	$41	
			0.02277			-0.015461925	$15.00	$1.00	$5.00		981	$98	
			0.02278			0.007852375	$78.00	$7.00	$8.00		7810	$78	
			0.02286			-0.00038956	$38.00	$3.00	$8.00		0	$0	
			0.02286			-0.027539621	$27.00	$2.00	$7.00		0	$0	
			0.02286			-0.01041945	$10.00	$1.00	$0.00		0	$0	
			0.02286			0.017548596	$17.00	$1.00	$7.00		688	$68	
			0.02286			-0.007296365	$72.00	$7.00	$2.00		2852	$28	
			0.02289			-0.008151811	$81.00	$8.00	$1.00		286	$28	
			0.022895405			0.005524117	$55.00	$5.00	$5.00		536	$53	
			0.022900763			-0.010987539	$10.00	$1.00	$0.00		2450	$24	
			0.02293			-0.007858014	$78.00	$7.00	$8.00		2416	$24	
			0.02295			0.027720879	$27.00	$2.00	$7.00		1784	$17	
			0.02297			-0.003188945	$31.00	$3.00	$1.00		2124	$21	
			0.02299			0.005065316	$50.00	$5.00	$0.00		2273	$22	
			0.02301			-0.014721485	$14.00	$1.00	$4.00		667	$66	
			0.02302			0.003230583	$32.00	$3.00	$2.00		693	$69	
			0.023024831			0.059841674	$59.00	$5.00	$9.00		3639	$36	
			0.02306			0.012153437	$12.00	$1.00	$2.00		1570	$15	
			0.02308			0.018886804	$18.00	$1.00	$8.00		2824	$28	
			0.02311			-0.005033145	$50.00	$5.00	$0.00		1419	$14	
			0.023119352			0.00777298	$77.00	$7.00	$7.00		738	$73	
			0.02313			0.006243879	$62.00	$6.00	$2.00		2811	$28	
			0.02315			-0.021657136	$21.00	$2.00	$1.00		305	$30	
			0.02316			0.000124363	$12.00	$1.00	$2.00		1139	$11	
			0.02317			0.008206914	$82.00	$8.00	$2.00		5882	$58	
			0.02323			-0.023680316	$23.00	$2.00	$3.00		840	$84	
			0.02324			-0.002273876	$22.00	$2.00	$2.00		1930	$19	
			0.02326			-0.008736389	$87.00	$8.00	$7.00		0	$0	
			0.02326			0.018137693	$18.00	$1.00	$8.00		1445	$14	
			0.023270263			0.010036382	$10.00	$1.00	$0.00		400	$40	
			0.02327			0.024096386	$24.00	$2.00	$4.00		1437	$14	
			0.02329			0.010794421	$10.00	$1.00	$0.00		1033	$10	
			0.02330			-0.002639789	$26.00	$2.00	$6.00		3436	$34	
			0.023333333			0.014797883	$14.00	$1.00	$4.00		2563	$25	
			0.02336			0.007705987	$77.00	$7.00	$7.00		3285	$32	
			0.02339			-0.011176471	$11.00	$1.00	$1.00		441	$44	
			0.02340			0.018560381	$18.00	$1.00	$8.00		7795	$77	
			0.02347			0.002803411	$28.00	$2.00	$8.00		1789	$17	
			0.02349			0.007221899	$72.00	$7.00	$2.00		0	$0	
			0.02349			0.024632821	$24.00	$2.00	$4.00		731	$73	
			0.023499371			0.019300226	$19.00	$1.00	$9.00		1522	$15	
			0.02351			0.014616322	$14.00	$1.00	$4.00		4976	$49	
			0.02356			-0.022809124	$22.00	$2.00	$2.00		467	$46	
			0.02357			0.025351798	$25.00	$2.00	$5.00		418	$41	
			0.02357			-0.000108921	$10.00	$1.00	$0.00		1682	$16	
			0.02359			-0.001525054	$15.00	$1.00	$5.00		2903	$29	
			0.02362			-0.003709361	$37.00	$3.00	$7.00		0	$0	
			0.02362			-0.002190101	$21.00	$2.00	$1.00		300	$30	
			0.02362			0.001646181	$16.00	$1.00	$6.00		211	$21	
			0.02362			-0.015777364	$15.00	$1.00	$5.00		2668	$26	
			0.02365084			-0.031058666	$31.00	$3.00	$1.00		1780	$17	
			0.02367			0.014016544	$14.00	$1.00	$4.00		2235	$22	
			0.02369			0.005551779	$55.00	$5.00	$5.00		1591	$15	
			0.02371			-0.029408451	$29.00	$2.00	$9.00		3417	$34	
			0.023741066			0.033782215	$33.00	$3.00	$3.00		2131	$21	
			0.02376			-0.005614823	$56.00	$5.00	$6.00		471	$47	
			0.023767083			-0.009373235	$93.00	$9.00	$3.00		1670	$16	
			0.02378			-0.025649795	$25.00	$2.00	$5.00		2574	$25	
			0.02381			0.00982801	$98.00	$9.00	$8.00		0	$0	
			0.02381			-0.017958522	$17.00	$1.00	$7.00		0	$0	
			0.02381			-0.021944313	$21.00	$2.00	$1.00		8126	$81	
			0.02389			-0.008443908	$84.00	$8.00	$4.00		532	$53	
			0.023896104			-0.008394161	$83.00	$8.00	$3.00		1694	$16	
			0.02391			0.000122684	$12.00	$1.00	$2.00		2313	$23	
			0.02394			-0.007973503	$79.00	$7.00	$9.00		941	$94	
			0.02395			0.049091134	$49.00	$4.00	$9.00		1226	$12	
			0.02396			-0.012258369	$12.00	$1.00	$2.00		1095	$10	
			0.02397			0.022195704	$22.00	$2.00	$2.00		2043	$20	
			0.023989218			-0.007121177	$71.00	$7.00	$1.00		1627	$16	
			0.02401			0.004938272	$49.00	$4.00	$9.00		929	$92	
			0.02401			0.083070083	$83.00	$8.00	$3.00		4332	$43	
			0.024058103			0.047855677	$47.00	$4.00	$7.00		1957	$19	
			0.02408			-0.012371134	$12.00	$1.00	$2.00		0	$0	
			0.02408			-0.012317328	$12.00	$1.00	$2.00		0	$0	
			0.02408			0.026210104	$26.00	$2.00	$6.00		812	$81	
			0.02409			-0.022142122	$22.00	$2.00	$2.00		1059	$10	
			0.024096386			-0.06192733	$61.00	$6.00	$1.00		0	$0	
			0.02410			-0.006399461	$63.00	$6.00	$3.00		0	$0	
			0.02410			-0.019322034	$19.00	$1.00	$9.00		1798	$17	
			0.02411			-0.012559051	$12.00	$1.00	$2.00		1836	$18	
			0.02413			0.011668611	$11.00	$1.00	$1.00		2186	$21	
			0.02415			-0.005190311	$51.00	$5.00	$1.00		1167	$11	
			0.02417			-0.010086957	$10.00	$1.00	$0.00		59	$59	
			0.02417			0.006558913	$65.00	$6.00	$5.00		3483	$34	
			0.02420			-0.00453805	$45.00	$4.00	$5.00		906	$90	
			0.024210742			0.002104033	$21.00	$2.00	$1.00		820	$82	
			0.02422			-0.011547883	$11.00	$1.00	$1.00		183	$18	
			0.02422			0.000118008	$11.00	$1.00	$1.00		4366	$43	
			0.02426			-0.009557522	$95.00	$9.00	$5.00		3497	$34	
			0.02430			0.002501787	$25.00	$2.00	$5.00		1433	$14	
			0.02431			0.023767083	$23.00	$2.00	$3.00		2038	$20	
			0.024334101			0.00034823	$34.00	$3.00	$4.00		3138	$31	
			0.02437			-0.033766535	$33.00	$3.00	$3.00		2476	$24	
			0.02439			0.019334694	$19.00	$1.00	$9.00		0	$0	
			0.02439			-0.002120641	$21.00	$2.00	$1.00		0	$0	
			0.02439			0.007083825	$70.00	$7.00	$0.00		1751	$17	
			0.02441			-0.0010551	$10.00	$1.00	$0.00		3669	$36	
			0.02444			-0.00445957	$44.00	$4.00	$4.00		0	$0	
			0.02444			0.012613462	$12.00	$1.00	$2.00		0	$0	
			0.02444			0.038416764	$38.00	$3.00	$8.00		6536	$65	
			0.02451			0.003475336	$34.00	$3.00	$4.00		702	$70	
			0.02452			-0.004915652	$49.00	$4.00	$9.00		1651	$16	
			0.02453			-0.00628719	$62.00	$6.00	$2.00		1192	$11	
			0.02455			-0.051745565	$51.00	$5.00	$1.00		920	$92	
			0.024554455			0.00810199	$81.00	$8.00	$1.00		0	$0	
			0.02455			0.028956388	$28.00	$2.00	$8.00		3571	$35	
			0.02459			-0.018952447	$18.00	$1.00	$8.00		0	$0	
			0.02459			0.01065449	$10.00	$1.00	$0.00		0	$0	
			0.02459			0.021663577	$21.00	$2.00	$1.00		0	$0	
			0.024590164			-0.005329402	$53.00	$5.00	$3.00		4266	$42	
			0.024632821			0.003191974	$31.00	$3.00	$1.00		3437	$34	
			0.02467			-0.000340909	$34.00	$3.00	$4.00		2417	$24	
			0.02469			0.021598272	$21.00	$2.00	$1.00		5526	$55	
			0.024746622			-0.01635696	$16.00	$1.00	$6.00		585	$58	
			0.02475			0.018099548	$18.00	$1.00	$8.00		0	$0	
			0.02475			-0.004777778	$47.00	$4.00	$7.00		0	$0	
