Rank	Mantissa	Log	Amount	Code	Type	Amount	FirstTwo	First	Second		Diffs * 1000	First-Two	
			-0.01338			-0.01158	$11.00	$1.00	$1.00		885	$88	
			-0.01337			-0.04484	$44.00	$4.00	$4.00		53	$53	
			-0.01337			0.03877	$38.00	$3.00	$8.00		1205	$12	
			-0.01335			0.01575	$15.00	$1.00	$5.00		2137	$21	
			-0.01333			0.00186	$18.00	$1.00	$8.00		1837	$18	
			-0.01331			-0.00186	$18.00	$1.00	$8.00		1395	$13	
			-0.013301022			0.01163	$11.00	$1.00	$1.00		427	$42	
			-0.01330			-0.03065	$30.00	$3.00	$0.00		219	$21	
			-0.01329			0.00791	$79.00	$7.00	$9.00		1538	$15	
			-0.01328			0.01569	$15.00	$1.00	$5.00		484	$48	
			-0.01327			0.01544	$15.00	$1.00	$5.00		2930	$29	
			-0.01325			0.00000	$0.00	$0.00	#VALUE!		0	$0	
			-0.01325			0.00563	$56.00	$5.00	$6.00		1808	$18	
			-0.01323			-0.03025	$30.00	$3.00	$0.00		0	$0	
			-0.01323			-0.00187	$18.00	$1.00	$8.00		1295	$12	
			-0.013214004			-0.01359	$13.00	$1.00	$3.00		369	$36	
			-0.01321			-0.00396	$39.00	$3.00	$9.00		3861	$38	
			-0.013171704			0.03769	$37.00	$3.00	$7.00		1381	$13	
			-0.01316			-0.01533	$15.00	$1.00	$5.00		4437	$44	
			-0.01311			-0.00202	$20.00	$2.00	$0.00		49	$49	
			-0.01311			-0.02137	$21.00	$2.00	$1.00		0	$0	
			-0.01311			-0.01195	$11.00	$1.00	$1.00		0	$0	
			-0.01311			0.04226	$42.00	$4.00	$2.00		115	$11	
			-0.01311			0.00588	$58.00	$5.00	$8.00		844	$84	
			-0.01310			0.01723	$17.00	$1.00	$7.00		301	$30	
			-0.01310			0.03600	$35.00	$3.00	$5.00		1493	$14	
			-0.01309			0.02000	$20.00	$2.00	$0.00		4202	$42	
			-0.01304			-0.01961	$19.00	$1.00	$9.00		153	$15	
			-0.01304			-0.01460	$14.00	$1.00	$4.00		49	$49	
			-0.01304			-0.00370	$37.00	$3.00	$7.00		2005	$20	
			-0.01302			-0.01309	$13.00	$1.00	$3.00		188	$18	
			-0.01302			-0.02064	$20.00	$2.00	$0.00		3252	$32	
			-0.01299			-0.02308	$23.00	$2.00	$3.00		3183	$31	
			-0.01296			0.00787	$78.00	$7.00	$8.00		2716	$27	
			-0.01293			-0.00391	$39.00	$3.00	$9.00		479	$47	
			-0.01292			0.00000	$0.00	$0.00	#VALUE!		657	$65	
			-0.01292			-0.00784	$78.00	$7.00	$8.00		1344	$13	
			-0.01290			-0.00791	$79.00	$7.00	$9.00		1134	$11	
			-0.01289			0.00606	$60.00	$6.00	$0.00		300	$30	
			-0.012888889			0.00396	$39.00	$3.00	$9.00		330	$33	
			-0.01289			-0.00789	$78.00	$7.00	$8.00		424	$42	
			-0.01288			0.01384	$13.00	$1.00	$3.00		0	$0	
			-0.01288			-0.01176	$11.00	$1.00	$1.00		582	$58	
			-0.01288			0.00397	$39.00	$3.00	$9.00		1227	$12	
			-0.01286			-0.00395	$39.00	$3.00	$9.00		1353	$13	
			-0.01285			0.03175	$31.00	$3.00	$1.00		2662	$26	
			-0.01282			-0.00769	$76.00	$7.00	$6.00		261	$26	
			-0.01282			-0.00775	$77.00	$7.00	$7.00		0	$0	
			-0.01282			-0.04688	$46.00	$4.00	$6.00		2437	$24	
			-0.012796139			-0.04705	$47.00	$4.00	$7.00		2143	$21	
			-0.01277			0.00206	$20.00	$2.00	$0.00		160	$16	
			-0.01277			0.01288	$12.00	$1.00	$2.00		429	$42	
			-0.01277			-0.00424	$42.00	$4.00	$2.00		2996	$29	
			-0.012738854			0.00426	$42.00	$4.00	$2.00		0	$0	
			-0.01274			0.02966	$29.00	$2.00	$9.00		2090	$20	
			-0.01272			-0.05761	$57.00	$5.00	$7.00		339	$33	
			-0.01271			-0.02393	$23.00	$2.00	$3.00		42	$42	
			-0.012714141			0.02452	$24.00	$2.00	$4.00		420	$42	
			-0.01271			-0.03057	$30.00	$3.00	$0.00		419	$41	
			-0.01271			0.01802	$18.00	$1.00	$8.00		895	$89	
			-0.01270			0.03982	$39.00	$3.00	$9.00		2230	$22	
			-0.01267			0.02979	$29.00	$2.00	$9.00		1075	$10	
			-0.01266			-0.02479	$24.00	$2.00	$4.00		553	$55	
			-0.01266			-0.03814	$38.00	$3.00	$8.00		0	$0	
			-0.01266			-0.00881	$88.00	$8.00	$8.00		681	$68	
			-0.01265			0.02453	$24.00	$2.00	$4.00		3312	$33	
			-0.01262			-0.01093	$10.00	$1.00	$0.00		1309	$13	
			-0.012605208			-0.00877	$87.00	$8.00	$7.00		821	$82	
			-0.012597			-0.01327	$13.00	$1.00	$3.00		405	$40	
			-0.012592948			-0.02691	$26.00	$2.00	$6.00		483	$48	
			-0.012588117			0.05069	$50.00	$5.00	$0.00		554	$55	
			-0.01258			0.05491	$54.00	$5.00	$4.00		396	$39	
			-0.01258			-0.01463	$14.00	$1.00	$4.00		0	$0	
			-0.01258			0.02110	$21.00	$2.00	$1.00		1663	$16	
			-0.01256			0.00000	$0.00	$0.00	#VALUE!		293	$29	
			-0.012559051			0.02066	$20.00	$2.00	$0.00		675	$67	
			-0.01255			-0.01619	$16.00	$1.00	$6.00		1185	$11	
			-0.01254			0.02058	$20.00	$2.00	$0.00		747	$74	
			-0.01253			0.00403	$40.00	$4.00	$0.00		773	$77	
			-0.01253			0.00000	$0.00	$0.00	#VALUE!		2525	$25	
			-0.01250			0.00803	$80.00	$8.00	$0.00		0	$0	
			-0.01250			-0.02183	$21.00	$2.00	$1.00		0	$0	
			-0.01250			-0.01222	$12.00	$1.00	$2.00		1643	$16	
			-0.01248			-0.00412	$41.00	$4.00	$1.00		3544	$35	
			-0.01245			-0.01656	$16.00	$1.00	$6.00		0	$0	
			-0.01245			0.01044	$10.00	$1.00	$0.00		600	$60	
			-0.01244			-0.01450	$14.00	$1.00	$4.00		1977	$19	
			-0.01242			0.00626	$62.00	$6.00	$2.00		0	$0	
			-0.01242			-0.00420	$42.00	$4.00	$2.00		0	$0	
			-0.01242			0.01688	$16.00	$1.00	$6.00		2534	$25	
			-0.012397018			-0.01245	$12.00	$1.00	$2.00		1001	$10	
			-0.01239			0.00420	$42.00	$4.00	$2.00		1588	$15	
			-0.012371134			-0.03766	$37.00	$3.00	$7.00		2546	$25	
			-0.01235			-0.01739	$17.00	$1.00	$7.00		0	$0	
			-0.01235			-0.04195	$41.00	$4.00	$1.00		0	$0	
			-0.01235			0.00684	$68.00	$6.00	$8.00		0	$0	
			-0.01235			0.00697	$69.00	$6.00	$9.00		0	$0	
			-0.01235			-0.01148	$11.00	$1.00	$1.00		212	$21	
			-0.012343562			-0.00461	$46.00	$4.00	$6.00		2323	$23	
			-0.01232			-0.00463	$46.00	$4.00	$6.00		87	$87	
			-0.01232			0.00242	$24.00	$2.00	$4.00		213	$21	
			-0.012317328			0.01392	$13.00	$1.00	$3.00		964	$96	
			-0.01231			-0.03661	$36.00	$3.00	$6.00		3046	$30	
			-0.01228			-0.06422	$64.00	$6.00	$4.00		1565	$15	
			-0.01226			-0.03553	$35.00	$3.00	$5.00		321	$32	
			-0.012258369			-0.04737	$47.00	$4.00	$7.00		3940	$39	
			-0.01222			-0.01105	$11.00	$1.00	$1.00		1465	$14	
			-0.01220			-0.01117	$11.00	$1.00	$1.00		11	$11	
			-0.01220			0.02260	$22.00	$2.00	$2.00		908	$90	
			-0.01220			0.01657	$16.00	$1.00	$6.00		0	$0	
			-0.01220			-0.00804	$80.00	$8.00	$0.00		0	$0	
			-0.01220			-0.00833	$83.00	$8.00	$3.00		1507	$15	
			-0.012180053			0.03315	$33.00	$3.00	$3.00		3003	$30	
			-0.01215			0.02674	$26.00	$2.00	$6.00		428	$42	
			-0.01215			0.02083	$20.00	$2.00	$0.00		1996	$19	
			-0.01212579			-0.05612	$56.00	$5.00	$6.00		81	$81	
			-0.012124981			0.00000	$0.00	$0.00	#VALUE!		377	$37	
			-0.01212			-0.04324	$43.00	$4.00	$3.00		0	$0	
			-0.01212			0.03390	$33.00	$3.00	$3.00		0	$0	
			-0.01212			0.00284	$28.00	$2.00	$8.00		2780	$27	
			-0.01209			-0.00283	$28.00	$2.00	$8.00		2992	$29	
			-0.01206			0.02732	$27.00	$2.00	$7.00		516	$51	
			-0.01206			0.01064	$10.00	$1.00	$0.00		1014	$10	
			-0.01205			0.01053	$10.00	$1.00	$0.00		0	$0	
			-0.01205			0.01563	$15.00	$1.00	$5.00		0	$0	
			-0.01205			-0.07692	$76.00	$7.00	$6.00		0	$0	
			-0.01205			-0.00556	$55.00	$5.00	$5.00		962	$96	
			-0.012038569			0.02235	$22.00	$2.00	$2.00		580	$58	
			-0.01203			-0.03279	$32.00	$3.00	$2.00		4811	$48	
			-0.01198			0.01130	$11.00	$1.00	$1.00		520	$52	
			-0.01198			0.02525	$25.00	$2.00	$5.00		55	$55	
			-0.01198			-0.01373	$13.00	$1.00	$3.00		287	$28	
			-0.01198			0.02762	$27.00	$2.00	$7.00		0	$0	
			-0.01198			0.01613	$16.00	$1.00	$6.00		0	$0	
			-0.01198			0.00000	$0.00	$0.00	#VALUE!		0	$0	
			-0.01198			-0.01058	$10.00	$1.00	$0.00		1333	$13	
			-0.011962721			-0.02139	$21.00	$2.00	$1.00		100	$10	
			-0.011961722			-0.00546	$54.00	$5.00	$4.00		953	$95	
			-0.01195			-0.01648	$16.00	$1.00	$6.00		328	$32	
			-0.01195			-0.01676	$16.00	$1.00	$6.00		1004	$10	
			-0.01194			-0.01409	$14.00	$1.00	$4.00		1044	$10	
			-0.01193			0.01729	$17.00	$1.00	$7.00		279	$27	
			-0.01193			-0.01428	$14.00	$1.00	$4.00		594	$59	
			-0.01192			0.01448	$14.00	$1.00	$4.00		2549	$25	
			-0.011894208			0.01405	$14.00	$1.00	$4.00		1921	$19	
			-0.01188			0.00000	$0.00	$0.00	#VALUE!		556	$55	
			-0.01187			0.00000	$0.00	$0.00	#VALUE!		594	$59	
			-0.011863495			0.00000	$0.00	$0.00	#VALUE!		205	$20	
			-0.011861443			-0.00559	$55.00	$5.00	$5.00		287	$28	
			-0.011858569			0.00562	$56.00	$5.00	$6.00		1886	$18	
			-0.01184			-0.00268	$26.00	$2.00	$6.00		539	$53	
			-0.01183			-0.03092	$30.00	$3.00	$0.00		0	$0	
			-0.01183			0.02613	$26.00	$2.00	$6.00		1972	$19	
			-0.011814602			-0.00293	$29.00	$2.00	$9.00		229	$22	
			-0.011812315			0.00565	$56.00	$5.00	$6.00		129	$12	
			-0.01181			0.01124	$11.00	$1.00	$1.00		404	$40	
			-0.01181			0.02222	$22.00	$2.00	$2.00		689	$68	
			-0.01180			0.01087	$10.00	$1.00	$0.00		1715	$17	
			-0.01178			0.04301	$43.00	$4.00	$3.00		0	$0	
			-0.01178			-0.01546	$15.00	$1.00	$5.00		1824	$18	
			-0.01176			-0.01047	$10.00	$1.00	$0.00		0	$0	
			-0.01176			0.01058	$10.00	$1.00	$0.00		0	$0	
			-0.01176			0.02618	$26.00	$2.00	$6.00		768	$76	
			-0.01176			0.00510	$51.00	$5.00	$1.00		968	$96	
			-0.011747344			-0.03289	$32.00	$3.00	$2.00		1025	$10	
			-0.01174			0.03926	$39.00	$3.00	$9.00		145	$14	
			-0.01174			-0.02525	$25.00	$2.00	$5.00		681	$68	
			-0.01173			-0.02591	$25.00	$2.00	$5.00		3292	$32	
			-0.01170			-0.02128	$21.00	$2.00	$1.00		195	$19	
			-0.011693953			0.01087	$10.00	$1.00	$0.00		115	$11	
			-0.01169			0.00000	$0.00	$0.00	#VALUE!		6489	$64	
			-0.01163			-0.01613	$16.00	$1.00	$6.00		0	$0	
			-0.01163			0.03825	$38.00	$3.00	$8.00		0	$0	
			-0.01163			-0.02632	$26.00	$2.00	$6.00		0	$0	
			-0.01163			-0.01622	$16.00	$1.00	$6.00		4490	$44	
			-0.01158			-0.01648	$16.00	$1.00	$6.00		604	$60	
			-0.011576971			0.00291	$29.00	$2.00	$9.00		181	$18	
			-0.01157516			0.00557	$55.00	$5.00	$5.00		704	$70	
			-0.01157			-0.01950	$19.00	$1.00	$9.00		743	$74	
			-0.01156			-0.01130	$11.00	$1.00	$1.00		0	$0	
			-0.01156			-0.00571	$57.00	$5.00	$7.00		1281	$12	
			-0.011547883			0.02874	$28.00	$2.00	$8.00		5363	$53	
			-0.01149			-0.02235	$22.00	$2.00	$2.00		0	$0	
			-0.01149			-0.00571	$57.00	$5.00	$7.00		0	$0	
			-0.01149			-0.00276	$27.00	$2.00	$7.00		489	$48	
			-0.01149			0.01429	$14.00	$1.00	$4.00		977	$97	
			-0.01148			0.03136	$31.00	$3.00	$1.00		225	$22	
			-0.01147734			0.01366	$13.00	$1.00	$3.00		332	$33	
			-0.011474017			-0.01087	$10.00	$1.00	$0.00		4225	$42	
			-0.011431769			0.07692	$76.00	$7.00	$6.00		320	$32	
			-0.01143			0.00000	$0.00	$0.00	#VALUE!		0	$0	
			-0.01143			0.00265	$26.00	$2.00	$6.00		104	$10	
			-0.01143			-0.01282	$12.00	$1.00	$2.00		1294	$12	
			-0.01141			0.00515	$51.00	$5.00	$1.00		987	$98	
			-0.01140			0.00000	$0.00	$0.00	#VALUE!		1650	$16	
			-0.01139			0.05641	$56.00	$5.00	$6.00		303	$30	
			-0.01139			0.00000	$0.00	$0.00	#VALUE!		1021	$10	
			-0.011374994			0.01456	$14.00	$1.00	$4.00		1136	$11	
			-0.01136			0.01914	$19.00	$1.00	$9.00		0	$0	
			-0.01136			-0.01408	$14.00	$1.00	$4.00		0	$0	
			-0.01136			-0.00476	$47.00	$4.00	$7.00		0	$0	
			-0.01136			-0.00478	$47.00	$4.00	$7.00		2967	$29	
			-0.011333965			0.00962	$96.00	$9.00	$6.00		976	$97	
			-0.01132			0.04762	$47.00	$4.00	$7.00		650	$65	
			-0.01132			0.01364	$13.00	$1.00	$3.00		1827	$18	
			-0.01130			-0.00897	$89.00	$8.00	$9.00		1539	$15	
			-0.01128			0.01810	$18.00	$1.00	$8.00		623	$62	
			-0.01128			0.00889	$88.00	$8.00	$8.00		4186	$41	
			-0.01124			0.00229	$22.00	$2.00	$2.00		0	$0	
			-0.01124			-0.01108	$11.00	$1.00	$1.00		366	$36	
			-0.011232297			0.02009	$20.00	$2.00	$0.00		911	$91	
			-0.011223185			-0.03712	$37.00	$3.00	$7.00		713	$71	
			-0.01122			0.04525	$45.00	$4.00	$5.00		394	$39	
			-0.01121			0.00866	$86.00	$8.00	$6.00		973	$97	
			-0.01120			-0.01288	$12.00	$1.00	$2.00		2592	$25	
			-0.011176471			-0.01304	$13.00	$1.00	$3.00		79	$79	
			-0.01118			0.01322	$13.00	$1.00	$3.00		250	$25	
			-0.01117			-0.01739	$17.00	$1.00	$7.00		0	$0	
			-0.01117			0.00000	$0.00	$0.00	#VALUE!		0	$0	
			-0.01117			0.01770	$17.00	$1.00	$7.00		0	$0	
			-0.01117			0.01304	$13.00	$1.00	$3.00		2077	$20	
			-0.01115			-0.01717	$17.00	$1.00	$7.00		1852	$18	
			-0.01113			0.00437	$43.00	$4.00	$3.00		1282	$12	
			-0.01112			-0.01078	$10.00	$1.00	$0.00		1	$1	
			-0.011121067			0.01530	$15.00	$1.00	$5.00		996	$99	
			-0.01111			0.00658	$65.00	$6.00	$5.00		0	$0	
			-0.01111			-0.00860	$86.00	$8.00	$6.00		3516	$35	
			-0.01108			-0.00659	$65.00	$6.00	$5.00		0	$0	
			-0.01108			0.00437	$43.00	$4.00	$3.00		2046	$20	
			-0.01106			-0.00435	$43.00	$4.00	$3.00		576	$57	
			-0.01105			-0.01520	$15.00	$1.00	$5.00		0	$0	
			-0.01105			-0.02448	$24.00	$2.00	$4.00		0	$0	
			-0.01105			0.03418	$34.00	$3.00	$4.00		0	$0	
			-0.01105			0.02409	$24.00	$2.00	$4.00		0	$0	
			-0.01105			0.02369	$23.00	$2.00	$3.00		813	$81	
			-0.01104159			0.01677	$16.00	$1.00	$6.00		244	$24	
			-0.01104			-0.01451	$14.00	$1.00	$4.00		162	$16	
			-0.01104			-0.01255	$12.00	$1.00	$2.00		13	$13	
			-0.011037396			0.00847	$84.00	$8.00	$4.00		1933	$19	
			-0.01102			0.00218	$21.00	$2.00	$1.00		57	$57	
			-0.01102			-0.01476	$14.00	$1.00	$4.00		580	$58	
			-0.01101			0.01702	$17.00	$1.00	$7.00		165	$16	
			-0.01101			-0.02510	$25.00	$2.00	$5.00		1235	$12	
			-0.010997706			0.01717	$17.00	$1.00	$7.00		179	$17	
			-0.010995916			0.04219	$42.00	$4.00	$2.00		690	$69	
			-0.01099			-0.01215	$12.00	$1.00	$2.00		0	$0	
			-0.01099			0.02049	$20.00	$2.00	$0.00		147	$14	
			-0.010987539			0.03004	$30.00	$3.00	$0.00		2458	$24	
			-0.01096			-0.04086	$40.00	$4.00	$0.00		3116	$31	
			-0.01093			0.03252	$32.00	$3.00	$2.00		46	$46	
			-0.01093			0.02362	$23.00	$2.00	$3.00		1014	$10	
			-0.010921214			-0.07308	$73.00	$7.00	$3.00		974	$97	
			-0.010911478			-0.01245	$12.00	$1.00	$2.00		1268	$12	
			-0.01090			0.00420	$42.00	$4.00	$2.00		240	$24	
			-0.010896394			0.00418	$41.00	$4.00	$1.00		290	$29	
			-0.010893499			0.00000	$0.00	$0.00	#VALUE!		304	$30	
			-0.01089			-0.00833	$83.00	$8.00	$3.00		116	$11	
			-0.01089			0.00840	$84.00	$8.00	$4.00		694	$69	
			-0.01088			0.01250	$12.00	$1.00	$2.00		0	$0	
			-0.01088			-0.00823	$82.00	$8.00	$2.00		360	$36	
			-0.010878749			-0.00614	$61.00	$6.00	$1.00		156	$15	
			-0.01088			-0.00635	$63.00	$6.00	$3.00		763	$76	
			-0.01087			0.02941	$29.00	$2.00	$9.00		0	$0	
			-0.01087			-0.01633	$16.00	$1.00	$6.00		246	$24	
			-0.010867104			-0.00415	$41.00	$4.00	$1.00		4676	$46	
			-0.010820347			-0.00833	$83.00	$8.00	$3.00		338	$33	
			-0.01082			-0.03782	$37.00	$3.00	$7.00		0	$0	
			-0.01082			-0.01310	$13.00	$1.00	$3.00		832	$83	
			-0.01081			0.00673	$67.00	$6.00	$7.00		1297	$12	
			-0.01080			-0.01987	$19.00	$1.00	$9.00		1307	$13	
			-0.01078			-0.01112	$11.00	$1.00	$1.00		795	$79	
			-0.010774661			-0.02267	$22.00	$2.00	$2.00		600	$60	
			-0.01077			-0.01633	$16.00	$1.00	$6.00		1597	$15	
			-0.01075			0.01660	$16.00	$1.00	$6.00		708	$70	
			-0.010745605			0.02079	$20.00	$2.00	$0.00		507	$50	
			-0.01074			0.00000	$0.00	$0.00	#VALUE!		708	$70	
			-0.01073			0.00236	$23.00	$2.00	$3.00		1074	$10	
			-0.01072			-0.01596	$15.00	$1.00	$5.00		762	$76	
			-0.010715091			-0.01143	$11.00	$1.00	$1.00		81	$81	
			-0.01071			0.02088	$20.00	$2.00	$0.00		3078	$30	
			-0.010683506			-0.03196	$31.00	$3.00	$1.00		22	$22	
			-0.010683285			0.00472	$47.00	$4.00	$7.00		4499	$44	
			-0.01064			0.01878	$18.00	$1.00	$8.00		0	$0	
			-0.01064			0.00700	$70.00	$7.00	$0.00		0	$0	
			-0.010638298			0.00677	$67.00	$6.00	$7.00		514	$51	
			-0.01063			0.00000	$0.00	$0.00	#VALUE!		1540	$15	
			-0.01062			0.02727	$27.00	$2.00	$7.00		1282	$12	
			-0.010604938			0.00442	$44.00	$4.00	$4.00		2293	$22	
			-0.01058			0.00000	$0.00	$0.00	#VALUE!		0	$0	
			-0.01058			0.00229	$22.00	$2.00	$2.00		0	$0	
			-0.01058			-0.01108	$11.00	$1.00	$1.00		1058	$10	
			-0.01057			0.01333	$13.00	$1.00	$3.00		805	$80	
			-0.01056			-0.00877	$87.00	$8.00	$7.00		2675	$26	
			-0.01054			-0.02425	$24.00	$2.00	$4.00		108	$10	
			-0.01054			-0.01143	$11.00	$1.00	$1.00		1798	$17	
			-0.01052			-0.01376	$13.00	$1.00	$3.00		0	$0	
			-0.01052			-0.00930	$93.00	$9.00	$3.00		87	$87	
			-0.010516706			-0.00939	$93.00	$9.00	$3.00		1986	$19	
			-0.01050			0.01896	$18.00	$1.00	$8.00		40	$40	
			-0.01050			0.01860	$18.00	$1.00	$8.00		528	$52	
			-0.01049			-0.02740	$27.00	$2.00	$7.00		1499	$14	
			-0.01048			-0.04225	$42.00	$4.00	$2.00		499	$49	
			-0.01047			0.02451	$24.00	$2.00	$4.00		2590	$25	
			-0.01045			-0.01435	$14.00	$1.00	$4.00		2276	$22	
			-0.01042			0.00485	$48.00	$4.00	$8.00		0	$0	
			-0.01042			-0.03130	$31.00	$3.00	$1.00		309	$30	
			-0.01041945			-0.00259	$25.00	$2.00	$5.00		278	$27	
			-0.01042			-0.02500	$25.00	$2.00	$5.00		756	$75	
			-0.01041			0.03590	$35.00	$3.00	$5.00		276	$27	
			-0.01041			-0.01485	$14.00	$1.00	$4.00		739	$73	
			-0.010398949			0.00503	$50.00	$5.00	$0.00		345	$34	
			-0.010395498			-0.03000	$30.00	$3.00	$0.00		2513	$25	
			-0.01037			0.00515	$51.00	$5.00	$1.00		320	$32	
			-0.01037			-0.03077	$30.00	$3.00	$0.00		204	$20	
			-0.010365135			0.01862	$18.00	$1.00	$8.00		324	$32	
			-0.010361893			0.00769	$76.00	$7.00	$6.00		1088	$10	
			-0.010351009			0.03093	$30.00	$3.00	$0.00		136	$13	
			-0.01035			-0.00740	$73.00	$7.00	$3.00		0	$0	
			-0.01035			0.00746	$74.00	$7.00	$4.00		0	$0	
			-0.01035			-0.01500	$15.00	$1.00	$5.00		2562	$25	
			-0.010324031			-0.00508	$50.00	$5.00	$0.00		1121	$11	
			-0.01031			0.02551	$25.00	$2.00	$5.00		354	$35	
			-0.01031			0.02249	$22.00	$2.00	$2.00		113	$11	
			-0.01031			-0.01226	$12.00	$1.00	$2.00		446	$44	
			-0.01030			0.00985	$98.00	$9.00	$8.00		0	$0	
			-0.01030			0.01229	$12.00	$1.00	$2.00		2211	$22	
			-0.01028			0.02891	$28.00	$2.00	$8.00		380	$38	
			-0.01028			0.02098	$20.00	$2.00	$0.00		381	$38	
			-0.01027			-0.01376	$13.00	$1.00	$3.00		370	$37	
			-0.01027			0.01860	$18.00	$1.00	$8.00		1176	$11	
			-0.01026			0.00457	$45.00	$4.00	$5.00		2420	$24	
			-0.01023			-0.00909	$90.00	$9.00	$0.00		0	$0	
			-0.01023			-0.02294	$22.00	$2.00	$2.00		754	$75	
			-0.01023			0.04225	$42.00	$4.00	$2.00		1987	$19	
			-0.01021			0.00000	$0.00	$0.00	#VALUE!		281	$28	
			-0.01020			0.00450	$45.00	$4.00	$5.00		3822	$38	
			-0.01017			-0.00448	$44.00	$4.00	$4.00		1468	$14	
			-0.01015			0.03153	$31.00	$3.00	$1.00		4397	$43	
			-0.010107215			0.02620	$26.00	$2.00	$6.00		620	$62	
			-0.01010			-0.02128	$21.00	$2.00	$1.00		0	$0	
			-0.01010			0.00226	$22.00	$2.00	$2.00		319	$31	
			-0.01010			-0.02169	$21.00	$2.00	$1.00		1087	$10	
			-0.010086957			0.02430	$24.00	$2.00	$4.00		1697	$16	
			-0.01006999			-0.00433	$43.00	$4.00	$3.00		1772	$17	
			-0.01005			-0.01513	$15.00	$1.00	$5.00		66	$66	
			-0.01005			0.00653	$65.00	$6.00	$5.00		1054	$10	
			-0.01004			0.00000	$0.00	$0.00	#VALUE!		344	$34	
			-0.010037641			-0.01088	$10.00	$1.00	$0.00		899	$89	
			-0.01003			-0.02661	$26.00	$2.00	$6.00		2448	$24	
			-0.01000			-0.07526	$75.00	$7.00	$5.00		417	$41	
			-0.01000			-0.02463	$24.00	$2.00	$4.00		0	$0	
			-0.01000			-0.10606	$10.00	$1.00	$0.00		0	$0	
			-0.01000			0.00565	$56.00	$5.00	$6.00		1427	$14	
			-0.00999			-0.01685	$16.00	$1.00	$6.00		3549	$35	
			-0.00995			0.02011	$20.00	$2.00	$0.00		1305	$13	
			-0.009937197			-0.05893	$58.00	$5.00	$8.00		3476	$34	
			-0.009902432			0.00595	$59.00	$5.00	$9.00		144	$14	
			-0.00990			-0.02367	$23.00	$2.00	$3.00		0	$0	
			-0.00990			-0.00606	$60.00	$6.00	$0.00		0	$0	
			-0.00990			-0.03341	$33.00	$3.00	$3.00		1894	$18	
			-0.00988			0.04416	$44.00	$4.00	$4.00		2610	$26	
			-0.00986			-0.02127	$21.00	$2.00	$1.00		373	$37	
			-0.00985			0.03086	$30.00	$3.00	$0.00		539	$53	
			-0.00985			-0.04192	$41.00	$4.00	$1.00		4438	$44	
			-0.009802443			0.00325	$32.00	$3.00	$2.00		2185	$21	
			-0.00978059			-0.02816	$28.00	$2.00	$8.00		693	$69	
			-0.00977			0.01282	$12.00	$1.00	$2.00		988	$98	
			-0.00976			-0.03797	$37.00	$3.00	$7.00		578	$57	
			-0.00976			0.01316	$13.00	$1.00	$3.00		1548	$15	
			-0.00974			-0.01948	$19.00	$1.00	$9.00		496	$49	
			-0.009737561			-0.03311	$33.00	$3.00	$3.00		72	$72	
			-0.00974			0.00000	$0.00	$0.00	#VALUE!		2672	$26	
			-0.009710124			0.00685	$68.00	$6.00	$8.00		139	$13	
			-0.00971			0.03401	$34.00	$3.00	$4.00		0	$0	
			-0.00971			-0.01974	$19.00	$1.00	$9.00		0	$0	
			-0.00971			0.00000	$0.00	$0.00	#VALUE!		0	$0	
			-0.00971			-0.04027	$40.00	$4.00	$0.00		3554	$35	
			-0.00967			-0.23077	$23.00	$2.00	$3.00		2363	$23	
			-0.00965			-0.06836	$68.00	$6.00	$8.00		2758	$27	
			-0.00962			0.04879	$48.00	$4.00	$8.00		661	$66	
			-0.00962			-0.02307	$23.00	$2.00	$3.00		2634	$26	
			-0.00959			0.00952	$95.00	$9.00	$5.00		3009	$30	
			-0.00956			-0.00943	$94.00	$9.00	$4.00		142	$14	
			-0.009557522			0.02362	$23.00	$2.00	$3.00		338	$33	
			-0.00955			-0.01377	$13.00	$1.00	$3.00		3033	$30	
			-0.00952			0.01396	$13.00	$1.00	$3.00		0	$0	
			-0.00952			0.01414	$14.00	$1.00	$4.00		4334	$43	
			-0.00948			0.01835	$18.00	$1.00	$8.00		4651	$46	
			-0.00943			0.02703	$27.00	$2.00	$7.00		0	$0	
			-0.00943			0.01754	$17.00	$1.00	$7.00		4429	$44	
			-0.00939			0.04310	$43.00	$4.00	$3.00		1467	$14	
			-0.00937			-0.02479	$24.00	$2.00	$4.00		133	$13	
			-0.00937			-0.00847	$84.00	$8.00	$4.00		43	$43	
			-0.009373235			0.01709	$17.00	$1.00	$7.00		4755	$47	
			-0.00933			-0.04202	$42.00	$4.00	$2.00		1751	$17	
			-0.00931			-0.03509	$35.00	$3.00	$5.00		297	$29	
			-0.00931			-0.03636	$36.00	$3.00	$6.00		100	$10	
			-0.00930			0.03283	$32.00	$3.00	$2.00		15	$15	
			-0.00930			0.00475	$47.00	$4.00	$7.00		173	$17	
			-0.00930			0.03164	$31.00	$3.00	$1.00		4307	$43	
			-0.00926			0.00458	$45.00	$4.00	$5.00		926	$92	
			-0.00925			-0.03509	$35.00	$3.00	$5.00		219	$21	
			-0.009247808			0.01818	$18.00	$1.00	$8.00		726	$72	
			-0.00924			0.01321	$13.00	$1.00	$3.00		1500	$15	
			-0.00923			-0.01304	$13.00	$1.00	$3.00		725	$72	
			-0.00922			-0.02679	$26.00	$2.00	$6.00		1675	$16	
			-0.00920			-0.01394	$13.00	$1.00	$3.00		699	$69	
			-0.00919			-0.01377	$13.00	$1.00	$3.00		201	$20	
